id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI
1258,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1259,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1261,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,8,Salinas,3,Zonas humedas,1,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,,
1269,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1275,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1278,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1280,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1282,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1283,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1289,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1290,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1294,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1296,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1301,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,8,Salinas,3,Zonas humedas,1,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,,
1311,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1312,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1317,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1322,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1323,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1325,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1326,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1338,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1341,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,,
1058,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1165,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1245,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1276,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,18,Cultivos herbaceos,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1115,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1240,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1175,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1319,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1339,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1113,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1284,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1050,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1153,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1155,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1196,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1213,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1228,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1237,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1324,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1047,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1083,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1123,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1272,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1273,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1026,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1027,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1032,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1044,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1119,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1167,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1172,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1208,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1224,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1292,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1298,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1299,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1305,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1307,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1028,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1130,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1162,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1332,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1086,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1181,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1288,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1329,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1049,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1140,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1182,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1320,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1183,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1031,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1034,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1045,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1056,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1089,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1112,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1163,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1173,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1184,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1186,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1220,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1231,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1242,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1243,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1255,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1257,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1264,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1266,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1287,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1313,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1315,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1335,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1337,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
1217,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1304,Salinas de Cabo de Gata,Parque Natural,Artificiales o modificados,IHA611009,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
158,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
167,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
251,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
142,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
159,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
183,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
184,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,1,Tejido urbano,1,Urbano e infraestructuras,5,,
190,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,11,Vegetacion riparia,3,Zonas humedas,1,,
253,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,,
162,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,19,Areas agrarias heterogeneas,4,Agrario,3,,
166,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,19,Areas agrarias heterogeneas,4,Agrario,3,,
221,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,1,Tejido urbano,1,Urbano e infraestructuras,5,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,,
208,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,,
213,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,24,Zonas en construccion,1,Urbano e infraestructuras,4,1,Tejido urbano,1,Urbano e infraestructuras,5,,
141,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
156,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,,
127,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,,
139,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
155,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,,
160,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,,
264,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,,
231,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,,
228,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
136,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
170,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,,
178,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
152,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
153,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
165,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
171,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,11,Vegetacion riparia,3,Zonas humedas,1,,
172,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
193,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
212,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
214,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
215,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
238,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
247,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
249,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
250,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
256,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
229,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,17,Invernaderos,2,Agrario invernaderos,5,,
246,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,17,Invernaderos,2,Agrario invernaderos,5,,
241,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,19,Areas agrarias heterogeneas,4,Agrario,3,,
150,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,,
218,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,18,Cultivos herbaceos,4,Agrario,3,1,Tejido urbano,1,Urbano e infraestructuras,5,,
133,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,18,Cultivos herbaceos,4,Agrario,3,12,Lagos y lagunas,3,Zonas humedas,1,,
