id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI
530,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
533,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
535,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,,
536,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
538,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
539,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
540,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
543,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
544,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
545,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
548,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
549,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
554,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
555,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
558,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
561,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
563,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
569,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
570,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,12,Lagos y lagunas,3,Zonas humedas,1,,
571,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,,
576,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,,
579,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
583,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
594,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
596,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,,
598,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
605,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
612,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,,
618,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
628,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
629,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
631,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,12,Lagos y lagunas,3,Zonas humedas,1,,
634,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
636,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
638,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
639,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
640,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
643,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
645,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1458,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1486,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1493,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1499,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1529,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1589,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1602,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1623,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1705,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1728,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1733,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1760,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1761,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1772,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1798,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1847,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,11,Vegetacion riparia,3,Zonas humedas,1,,
1865,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
1913,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,7,Marisma,3,Zonas humedas,1,,
1430,Salinas de Cerrillos,Paraje Natural,Artificiales o modificados,IHA611004,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1479,Salinas de Cerrillos,Paraje Natural,Artificiales o modificados,IHA611004,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1490,Salinas de Cerrillos,Paraje Natural,Artificiales o modificados,IHA611004,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,,
1495,Salinas de Cerrillos,Paraje Natural,Artificiales o modificados,IHA611004,Privada,Buffer,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,,
