fid,pct_arbo,pct_mato,pct_herb,pct_suelo,pct_querc,pct_conif,pct_eu,pct_ofro,pct_culth,pct_cultl,pct_citri,pct_olivar,pct_vitis,pct_ofrut,pct_agua,pct_edif,pct_vial,pct_zverde,pct_zexver,os_cod_n4,os_des_n4,os_cod_n3,os_des_n3,os_cod_n2,os_des_n2,os_cod_n1,os_des_n1,cd_prov,Humedal,_N,_SIOSE,_COD_95,_Usos MUCV,_COD_NUEVO,USOS_CHERB,COD_CHERB,USOS_DEFIN,USOS_GENER,COD_GENERA,COD_PRESIO,NOMBRE_HUM,COD_IHA,USOShum_ha,HUM_ha,BUF_ha
961667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,10,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611004,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Salinas de Cerrillos,IHA611004,1.015693,0.000000,1.015693
970948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,5,25,168,Industria aislada,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611004,14,ZONAS INDUSTRIALES Y COMERCIALES,"121",Industria aislada,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Salinas de Cerrillos,IHA611004,3.083978,0.005477,3.078501
1285379,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,9312,Dunas y arenales costeros,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611003,79,"PLAYAS, DUNAS Y ARENALES","931",Dunas y arenales costeros,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Rambla Morales,IHA611003,146.944571,0.100242,146.844329
1240574,0,5,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,Ramblas,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611003,41,RIOS Y CAUCES,NA,Ramblas,10,,,"Rios, cauces o ramblas",Zonas humedas,3,1,Rambla Morales,IHA611003,5.853643,0.823873,5.029770
1292119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,4,IHA611003,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Rambla Morales,IHA611003,1.685914,0.000002,1.685912
1308044,0,27,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,RÃ­os y cauces nat: otras formas riparias,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611003,46,VEGETACION RIPARIA,"317",Rios y cauces nat: otras formas riparias,11,,,Vegetacion riparia,Zonas humedas,3,1,Rambla Morales,IHA611003,0.213444,0.001314,0.212130
989668,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,10,0,0,403,Invernadero de estructura permanente,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611003,55,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura permanente,17,,,Invernaderos,Agrario invernaderos,2,5,Rambla Morales,IHA611003,11.692860,0.000000,11.692860
972626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,60,20,0,172,Camping,3003,"Servicios, comercial y oficinas",11,Urbano mixto,1,Artificial,4,IHA611003,99,CAMPING,NA,CAMPING,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Rambla Morales,IHA611003,3.464759,0.000000,3.464759
973174,0,0,16,19,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,210,Marisma con vegetaciÃ³n,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611003,34,MARISMA CON VEGETACION,"211",Marisma con vegetacion,7,,,Marisma,Zonas humedas,3,1,Rambla Morales,IHA611003,10.499036,10.262111,0.236925
970640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,162,Plantas de tratamiento,3008,Infraestructuras de residuos,16,Infraestructuras tÃ©cnicas,1,Artificial,4,IHA611003,20,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Plantas de tratamiento,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Rambla Morales,IHA611003,0.571931,0.000000,0.571931
1159069,0,31,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,Matorral disperso con pasto y roca o suelo,41,Matorral,41,Matorral,4,Forestal,4,IHA611003,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Rambla Morales,IHA611003,1.751998,0.002910,1.749088
967992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,122,Comercial y oficinas,3003,"Servicios, comercial y oficinas",11,Urbano mixto,1,Artificial,4,IHA611009,12,ZONAS INDUSTRIALES Y COMERCIALES,"121",Comercial y oficinas,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,5.848201,0.000000,5.848201
1286047,0,5,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,Dunas y arenales costeros,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611009,79,"PLAYAS, DUNAS Y ARENALES","931",Dunas y arenales costeros,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Salinas de Cabo de Gata,IHA611009,169.892197,55.472163,114.420034
956689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,0,Sin asignaciÃ³n,4,IHA611009,1,SIN ASIGNACIoN,"0",Sin asignacion,0,,,Sin asignacion,Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,0.138528,0.000000,0.138528
1277729,0,0,9,11,0,0,0,0,0,80,0,15,0,65,0,0,0,0,0,4102,Mosaico de cultivos leÃ±osos,31,Combinaciones de cultivos y vegetaciÃ³n,31,Combinaciones de cultivos y vegetaciÃ³n,2,AgrÃ­cola,4,IHA611009,59,OLIVOS EN REGADiO,"433",Mosaico de cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Salinas de Cabo de Gata,IHA611009,4.317541,0.000000,4.317541
996937,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,404,Invernadero de estructura itinerante o temporal,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611009,56,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura itinerante o temporal,17,,,Invernaderos,Agrario invernaderos,2,5,Salinas de Cabo de Gata,IHA611009,25.457400,0.001900,25.455500
968521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,138,Instalaciones de fÃºtbol,3004,"Ocio, cultural y deportivo",11,Urbano mixto,1,Artificial,4,IHA611009,29,ZONAS VERDES Y ESPACIOS DE OCIO,"193",Instalaciones de futbol,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Salinas de Cabo de Gata,IHA611009,1.811278,0.000000,1.811278
919654,0,75,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,Marisma con vegetaciÃ³n,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,34,MARISMA CON VEGETACION,"211",Marisma con vegetacion,7,,,Marisma,Zonas humedas,3,1,Salinas de Cabo de Gata,IHA611009,156.511606,104.381096,52.130510
1303538,0,11,39,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,RÃ­os y cauces nat: otras formas riparias,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,46,VEGETACION RIPARIA,"317",Rios y cauces nat: otras formas riparias,11,,,Vegetacion riparia,Zonas humedas,3,1,Salinas de Cabo de Gata,IHA611009,3.925164,0.104983,3.820181
957502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15,0,0,101,Casco,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611009,2,TEJIDO URBANO,"111",Casco,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,22.018464,0.000000,22.018464
973492,0,4,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,Salinas tradicionales,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,39,SALINAS,"221",Salinas tradicionales,8,,,Salinas,Zonas humedas,3,1,Salinas de Cabo de Gata,IHA611009,270.803122,230.941269,39.861853
1292118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,4,IHA611009,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,23.885078,5.912010,17.973068
946758,0,0,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,"Pastizal con claros (roca, suelo)",35,Pastizal,35,Pastizal,4,Forestal,4,IHA611009,76,"PASTIZAL CON CLAROS (ROCA, SUELO)","925","Pastizal con claros (roca, suelo)",20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Salinas de Cabo de Gata,IHA611009,168.020318,2.482034,165.538284
1276274,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2007,Zona de extracciÃ³n o vertido,151,Zonas mineras,14,ExtracciÃ³n minera,1,Artificial,4,IHA611009,24,ZONAS MINERAS,"151",Zona de extraccion o vertido,5,,,"Zonas mineras, escombreras o de vertido",Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,0.863401,0.000000,0.863401
964088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611009,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Salinas de Cabo de Gata,IHA611009,2.351910,0.014249,2.337661
961339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Salinas de Cabo de Gata,IHA611009,0.832070,0.000000,0.832070
1226491,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611009,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Salinas de Cabo de Gata,IHA611009,5.699431,0.032968,5.666463
998864,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,4,IHA611009,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo regadio,18,Cultivos herbaceos,Agrario,4,3,Salinas de Cabo de Gata,IHA611009,53.186182,0.047278,53.138904
1290960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,154,Instalaciones de conducciÃ³n de agua,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611009,18,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Instalaciones de conduccion de agua,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Salinas de Cabo de Gata,IHA611009,0.978095,0.978074,0.000021
968581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,138,Instalaciones de fÃºtbol,3004,"Ocio, cultural y deportivo",11,Urbano mixto,1,Artificial,4,IHA611005,29,ZONAS VERDES Y ESPACIOS DE OCIO,"193",Instalaciones de futbol,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Canada de las Norias,IHA611005,2.444832,0.000000,2.444832
973128,0,80,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,VegetaciÃ³n lagunar,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611005,44,VEGETACION RIPARIA,"331",Vegetacion lagunar,11,,,Vegetacion riparia,Zonas humedas,3,1,Canada de las Norias,IHA611005,22.295170,12.781641,9.513529
957739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,101,Casco,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611005,2,TEJIDO URBANO,"111",Casco,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,65.975367,0.104074,65.871293
970992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,10,0,168,Industria aislada,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611005,14,ZONAS INDUSTRIALES Y COMERCIALES,"121",Industria aislada,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,9.894106,0.001305,9.892801
920042,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,403,Invernadero de estructura permanente,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611005,55,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura permanente,17,,,Invernaderos,Agrario invernaderos,2,5,Canada de las Norias,IHA611005,226.766357,0.120441,226.645916
1242678,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611005,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Canada de las Norias,IHA611005,6.136235,0.000000,6.136235
998694,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,4,IHA611005,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo regadio,18,Cultivos herbaceos,Agrario,4,3,Canada de las Norias,IHA611005,4.912293,0.044779,4.867514
919685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,332,Lagos y lagunas,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611005,49,LAGUNAS CONTINENTALES,"331",Lagos y lagunas,12,,,Lagos y lagunas,Zonas humedas,3,1,Canada de las Norias,IHA611005,135.259203,124.218492,11.040711
975940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611005,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Canada de las Norias,IHA611005,5.189121,0.000242,5.188879
1287676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,131,Red viaria,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,4,IHA611004,15,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Red viaria,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,15.366607,0.055759,15.310848
1227152,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611005,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Canada de las Norias,IHA611005,22.956926,0.095241,22.861685
960867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611005,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Canada de las Norias,IHA611005,9.178974,0.013516,9.165458
1276268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,50,2007,Zona de extracciÃ³n o vertido,151,Zonas mineras,14,ExtracciÃ³n minera,1,Artificial,4,IHA611005,24,ZONAS MINERAS,"151",Zona de extraccion o vertido,5,,,"Zonas mineras, escombreras o de vertido",Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,1.930129,0.021242,1.908887
1066069,75,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,530,FormaciÃ³n arbolada: eucaliptos,530,Bosque de eucaliptos,42,Bosque,4,Forestal,4,IHA611005,61,FOR. ARBOL. DENSA: EUCALIPTOS,"530",Formacion arbolada: eucaliptos,21,,,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,Canada de las Norias,IHA611005,1.661232,0.000000,1.661232
970672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,164,Desguaces y chatarrerÃ­a,3008,Infraestructuras de residuos,16,Infraestructuras tÃ©cnicas,1,Artificial,4,IHA611005,21,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Desguaces y chatarreria,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Canada de las Norias,IHA611005,1.908353,0.274248,1.634105
1164229,0,35,24,36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,917,Matorral disperso con pasto y roca o suelo,41,Matorral,41,Matorral,4,Forestal,4,IHA611005,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Canada de las Norias,IHA611005,62.850882,0.049033,62.801849
1418763,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,18,IHA614009,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo secano,16,Cultivos herbaceos,Agrario,4,3,Saladar del Margen,IHA614009,112.434720,0.527597,111.907123
1380985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,341,Embalses,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614009,50,EMBALSES,"341",Embalses,13,,,Masas de agua artificial,Zonas humedas,3,4,Saladar del Margen,IHA614009,0.135700,0.098638,0.037062
1625311,0,8,60,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,"Pastizal con claros (roca, suelo)",35,Pastizal,35,Pastizal,4,Forestal,18,IHA614009,76,"PASTIZAL CON CLAROS (ROCA, SUELO)","925","Pastizal con claros (roca, suelo)",20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Saladar del Margen,IHA614009,575.707840,67.041847,508.665993
1636139,0,5,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,Ãreas con fuertes procesos erosivos,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,18,IHA614009,81,AREAS CON FUERTES PROCESOS EROSIVOS,"933",areas con fuertes procesos erosivos,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Saladar del Margen,IHA614009,7.743284,1.451001,6.292283
1085951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,18,IHA614009,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Saladar del Margen,IHA614009,8.646724,1.055443,7.591281
1360862,0,55,20,10,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614009,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Saladar del Margen,IHA614009,1.653760,0.000000,1.653760
1380611,0,60,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,VegetaciÃ³n lagunar,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614009,44,VEGETACION RIPARIA,"331",Vegetacion lagunar,11,,,Vegetacion riparia,Zonas humedas,3,1,Saladar del Margen,IHA614009,4.341518,1.417999,2.923519
1472836,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,460,Frutales de cÃ¡scara,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614009,54,OTROS CULTIVOS LEÑOSOS EN SECANO,"419",Frutales de cascara,14,,,Leñoso secano,Agrario,4,3,Saladar del Margen,IHA614009,8.771321,0.000000,8.771321
1698302,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,Instalaciones de conducciÃ³n de agua,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614010,18,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Instalaciones de conduccion de agua,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Cola del Embalse del Negrati­n,IHA614010,2.496943,0.000000,2.496943
1445613,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,416,Olivar,416,Olivares,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614010,53,OLIVAR EN SECANO,"415",Olivar,14,,,Leñoso secano,Agrario,4,3,Cola del Embalse del Negrati­n,IHA614010,139.291359,0.481520,138.809839
1357464,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,18,IHA614010,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Cola del Embalse del Negrati­n,IHA614010,60.986458,0.631731,60.354727
1416837,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,18,IHA614010,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo regadio,18,Cultivos herbaceos,Agrario,4,3,Cola del Embalse del Negrati­n,IHA614010,82.479111,9.326860,73.152251
1341007,85,10,0,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,520,FormaciÃ³n arbolada: conÃ­feras,520,Bosque de conÃ­feras,42,Bosque,4,Forestal,18,IHA614010,60,FOR. ARBOL. DENSA: CONIFERAS,"520",Formacion arbolada: coniferas,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Cola del Embalse del Negrati­n,IHA614010,266.461628,0.293829,266.167799
1373892,10,10,20,10,10,0,0,0,0,0,0,0,0,0,0,35,15,0,0,117,AgrÃ­cola residencial,11,Urbano mixto,11,Urbano mixto,1,Artificial,18,IHA614010,9,URBANIZACIONES AGRICOLA / RESIDENCIALES,"117",Agricola residencial,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Cola del Embalse del Negrati­n,IHA614010,1.052962,0.000000,1.052962
1712962,0,5,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,RÃ­os y cauces nat: otras formas riparias,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614010,46,VEGETACION RIPARIA,"317",Rios y cauces nat: otras formas riparias,11,,,Vegetacion riparia,Zonas humedas,3,1,Cola del Embalse del Negrati­n,IHA614010,90.983635,74.404835,16.578800
1679807,0,0,25,10,0,0,0,0,0,65,0,0,0,65,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614010,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Cola del Embalse del Negrati­n,IHA614010,17.259428,0.000000,17.259428
1385563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614010,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Cola del Embalse del Negrati­n,IHA614010,179.845455,135.869907,43.975548
1085951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,18,IHA614009,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Cola del Embalse del Negrati­n,IHA614010,10.198543,0.094279,10.104264
967592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,119,PolÃ­gono industrial ordenado,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611010,10,ZONAS INDUSTRIALES Y COMERCIALES,"121",Poligono industrial ordenado,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,16.819527,0.000000,16.819527
1270382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,65,0,0,2000,Ensanche,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611010,7,TEJIDO URBANO,"439",Ensanche,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,7.064694,0.000000,7.064694
979291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611010,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Ribera de la Algaida,IHA611010,0.196637,0.000000,0.196637
