fid,COD_USO,DES_USO,Shape_Leng,Shape_Area,_N,_SIOSE,_COD_SIOSE,_Usos MUCV,_COD_NUEVO,AREA_POLIG,USOS_DEFIN,USOS_GENER,COD_GENERA,COD_PRESIO,areaNAT_m2
404348,917,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,765.480453537000017,25787.264837916944089,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,25787.265,Vegetacion natural,Cobertura vegetal y suelos,5,1,25787.265
404410,917,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,1182.886367959999916,43725.132270473986864,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,43725.132,Vegetacion natural,Cobertura vegetal y suelos,5,1,43725.132
404446,917,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,2430.629244759999892,42838.169990754337050,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,42838.170,Vegetacion natural,Cobertura vegetal y suelos,5,1,42838.170
436274,925,"PASTIZAL CON CLAROS (ROCA, SUELO)",1292.077562189999981,79606.958005502820015,76,"PASTIZAL CON CLAROS (ROCA, SUELO)","925","Pastizal con claros (roca, suelo)",20,79606.958,Vegetacion natural,Cobertura vegetal y suelos,5,1,79606.958
441943,931,"PLAYAS, DUNAS Y ARENALES",13191.453607699999338,161670.522722538094968,79,"PLAYAS, DUNAS Y ARENALES","9312",Dunas y arenales costeros,22,161670.523,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,161670.523
445837,935,ZONAS SIN VEGETACION POR ROTURACION,1257.054102020000073,50987.692064564675093,82,ZONAS SIN VEGETACION POR ROTURACION,"935",Zonas sin vegetacion por roturacion,23,50987.692,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,50987.692
198937,570,FOR. ARBOL. DENSA: CONIFERAS+EUCALIPTOS,886.989112725000041,34981.258613657206297,96,FOR. ARBOL. DENSA: CONIFERAS+EUCALIPTOS,NA,FOR. ARBOL. DENSA: CONIFERAS+EUCALIPTOS,21,34981.259,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,34981.259
198940,570,FOR. ARBOL. DENSA: CONIFERAS+EUCALIPTOS,1548.587308930000063,43875.687584470957518,96,FOR. ARBOL. DENSA: CONIFERAS+EUCALIPTOS,NA,FOR. ARBOL. DENSA: CONIFERAS+EUCALIPTOS,21,43875.688,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,43875.688
347194,911,MATORRAL DENSO,479.292444118999981,5339.217824384570122,72,MATORRAL DENSO,"911",Matorral denso,20,5339.218,Vegetacion natural,Cobertura vegetal y suelos,5,1,5339.218
347251,911,MATORRAL DENSO,1255.167079929999773,70870.238372475374490,72,MATORRAL DENSO,"911",Matorral denso,20,70870.238,Vegetacion natural,Cobertura vegetal y suelos,5,1,70870.238
347255,911,MATORRAL DENSO,4338.667091039999832,415456.773324648849666,72,MATORRAL DENSO,"911",Matorral denso,20,415456.773,Vegetacion natural,Cobertura vegetal y suelos,5,1,415456.773
347263,911,MATORRAL DENSO,478.488774857000010,12351.568978026507466,72,MATORRAL DENSO,"911",Matorral denso,20,12351.569,Vegetacion natural,Cobertura vegetal y suelos,5,1,12351.569
347264,911,MATORRAL DENSO,578.780455311999958,20675.695534437894821,72,MATORRAL DENSO,"911",Matorral denso,20,20675.696,Vegetacion natural,Cobertura vegetal y suelos,5,1,20675.696
347379,911,MATORRAL DENSO,18284.760396199999377,188859.856391300447285,72,MATORRAL DENSO,"911",Matorral denso,20,188859.856,Vegetacion natural,Cobertura vegetal y suelos,5,1,188859.856
374669,915,MATORRAL DISPERSO CON PASTIZAL,426.245183861999976,8867.354998102178797,73,MATORRAL DISPERSO CON PASTIZAL,"915",Matorral disperso con pastizal,20,8867.355,Vegetacion natural,Cobertura vegetal y suelos,5,1,8867.355
374711,915,MATORRAL DISPERSO CON PASTIZAL,760.243182584000010,18771.372632954269648,73,MATORRAL DISPERSO CON PASTIZAL,"915",Matorral disperso con pastizal,20,18771.373,Vegetacion natural,Cobertura vegetal y suelos,5,1,18771.373
374872,915,MATORRAL DISPERSO CON PASTIZAL,155.851362727000009,1754.046836655587185,73,MATORRAL DISPERSO CON PASTIZAL,"915",Matorral disperso con pastizal,20,1754.047,Vegetacion natural,Cobertura vegetal y suelos,5,1,1754.047
374884,915,MATORRAL DISPERSO CON PASTIZAL,1184.620670840000002,35236.750937904347666,73,MATORRAL DISPERSO CON PASTIZAL,"915",Matorral disperso con pastizal,20,35236.751,Vegetacion natural,Cobertura vegetal y suelos,5,1,35236.751
404506,917,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,2020.571548290000237,98809.165828775614500,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,98809.166,Vegetacion natural,Cobertura vegetal y suelos,5,1,98809.166
404678,917,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,8752.107018270000481,454048.354827553033829,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,454048.355,Vegetacion natural,Cobertura vegetal y suelos,5,1,454048.355
436406,925,"PASTIZAL CON CLAROS (ROCA, SUELO)",1985.860466200000019,85040.323024457320571,76,"PASTIZAL CON CLAROS (ROCA, SUELO)","925","Pastizal con claros (roca, suelo)",20,85040.323,Vegetacion natural,Cobertura vegetal y suelos,5,1,85040.323
436428,925,"PASTIZAL CON CLAROS (ROCA, SUELO)",1201.766172970000071,2790.634686828590930,76,"PASTIZAL CON CLAROS (ROCA, SUELO)","925","Pastizal con claros (roca, suelo)",20,2790.635,Vegetacion natural,Cobertura vegetal y suelos,5,1,2790.635
