id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,_COD_NUEVO,USOS_DEFIN,USOS_GENER,COD_GENERA
1579,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1677,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1780,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1438,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1898,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1509,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1649,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1570,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1773,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1646,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1866,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1794,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1748,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1459,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1763,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1876,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
805,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Humedal,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
822,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
828,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
837,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",11,Vegetacion riparia,Zonas humedas,3
793,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,,,,,,,,,,11,Vegetacion riparia,Zonas humedas,3
816,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,,,,,,,,,,11,Vegetacion riparia,Zonas humedas,3
826,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
802,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"1420",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
808,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
812,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
814,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
839,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
806,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"5330",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1061,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1068,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1069,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1071,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1084,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1087,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1095,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1097,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1120,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1177,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1194,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1195,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1230,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1246,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1250,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1251,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1277,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1281,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1291,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1316,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1340,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
832,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
792,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
797,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"6220",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
823,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
829,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
834,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1133,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1154,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1219,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1171,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1336,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1271,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1094,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1159,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1262,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1030,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1193,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1221,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1226,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1103,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1135,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1197,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"1410",Habitat UE,"1420",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1253,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"1410",Habitat UE,"1420",Habitat UE,"-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1136,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1212,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1233,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1295,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1174,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1239,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1318,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1293,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"2210",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1238,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2230",Dunas con cespedes del Malcomietalia,Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
1035,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1051,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1054,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1073,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1085,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1098,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1108,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1109,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1131,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1160,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1204,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1205,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1248,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1249,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1265,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1270,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
1333,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,Cobertura vegetal y suelos,5
801,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
835,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
813,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
820,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
838,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,Cobertura vegetal y suelos,5
804,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
811,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
830,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
819,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
843,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"5220",Matorrales arborescentes de Zyziphus,Habitat Prioritario UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
791,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
795,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
803,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
825,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
836,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"1510",Estepas salinas mediterraneas (Limonietalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
821,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
818,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
840,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
841,Rambla Morales,Parque Natural,Costeros,IHA611003,Publica,Buffer,1,"2260",Dunas con vegetacion esclerofila del Cisto-Lavanduletalia,Habitat UE,"-1","-","-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
1076,Salinas de Cabo de Gata,Parque Natural,Costeros,IHA611009,Privada,Buffer,1,"2110",Dunas moviles embrionarias,Habitat UE,"2120",Habitat UE,"-1","-","-1","-",22,"Playas, dunas y arenales",Cobertura vegetal y suelos,5
