id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI
587,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
590,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
595,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
601,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
602,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
609,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
613,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
619,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
621,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
642,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
646,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Humedal,1,,,,,,,,,,12,Lagos y lagunas,3,Zonas humedas,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
496,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,2,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar
592,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,18,Cultivos herbaceos,4,Agrario,2,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
126,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
128,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
129,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
130,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
131,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
132,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
134,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar
135,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
137,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"1430",Habitat UE,"-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
138,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"6220",Zonas subestepicas de gramineas y anuales del Thero-Brachypodietea,Habitat Prioritario UE,"-1","-","-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
143,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
145,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
146,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
147,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
148,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,1,Tejido urbano,1,Urbano e infraestructuras,5,1,Tejido urbano
151,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
154,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
157,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
161,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
164,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
168,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
169,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
173,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
174,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
176,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
177,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
179,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
180,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
181,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
185,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
186,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
187,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
188,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,11,Vegetacion riparia,3,Zonas humedas,1,11,Vegetacion ripar
189,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
191,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
195,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
196,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
197,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
198,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
202,Canada de las Norias,,Interiores,IHA611005,Publica,Humedal,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
203,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
204,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"5330",Matorrales termomediterraneos y pre-estepicos,Habitat UE,"5220",Habitat Prioritario UE,"6220",Habitat Prioritario UE,"-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
205,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
206,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,12,Lagos y lagunas,3,Zonas humedas,1,12,Lagos y lagunas
207,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
209,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
211,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
217,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
219,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
220,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,"1430",Matorrales halo-nitrofilos (Pegano-Salsoletea),Habitat UE,"-1","-","-1","-","-1","-",,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
222,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
224,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
226,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
230,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
232,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
233,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
235,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
236,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
237,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
240,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
245,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
252,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
254,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
255,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
260,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
261,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
262,Canada de las Norias,,Interiores,IHA611005,Publica,Buffer,0,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
475,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
486,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,22,"Playas, dunas y arenales",5,Cobertura vegetal y suelos,1,22,"Playas, dunas y"
498,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
505,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur
510,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
516,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
517,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
520,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
547,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
556,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
559,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
562,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
565,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
573,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
575,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
588,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
593,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,3,Infraestructuras de comunicaciones,1,Urbano e infraestructuras,5,3,Infraestructuras
604,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
606,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
607,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
614,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
615,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
616,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
625,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
632,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,2,Zonas industriales y comerciales,1,Urbano e infraestructuras,5,2,Zonas industrial
1541,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1759,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1822,Charcones de Punta Entinas,Reserva Natural,Costeros,IHA611001,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1431,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1436,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1440,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1444,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1447,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1453,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,23,Areas con fuertes procesos erosivos,5,Cobertura vegetal y suelos,1,23,Areas con fuerte
1454,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1461,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1467,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
1470,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,,,,,,,,,,,,,,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos,2,Agrario invernaderos,5,17,Invernaderos
