Year,NDVI
1999,0.10193618170627544
2000,0.12348368494708188
2001,0.09319113279989294
2002,0.09614176758359225
2003,0.07302544834398328
2004,0.1136953592752561
2005,0.09716342766866286
2006,0.12196979055188402
2007,0.12006429612177742
2008,0.09901781464197677
2009,0.11375432058281912
2010,0.15146628246038107
2011,0.09239964331391565
2012,0.10014630848842501
2013,0.12853056285546544
2014,0.12127267253233552
2015,0.10594123417206174
2016,0.10303663672021618
2017,0.10306458639285654
2018,0.11099112612014635
2019,0.13057099698785365
2020,0.13126594481915457
2021,0.118561274539475
