Year,NDVI
1999,0.05807226980675469
2000,0.07911610005216896
2001,0.06688890087947261
2002,0.06685568401058956
2003,0.05961702444222817
2004,0.07520997695113517
2005,0.05960554900027562
2006,0.07321608036218843
2007,0.07909797639045048
2008,0.06938853743955903
2009,0.09854059236143937
2010,0.10259874460388162
2011,0.0727862781197783
2012,0.07177267664528793
2013,0.08692945048661994
2014,0.08107956060763548
2015,0.06929904275107777
2016,0.0555822068380313
2017,0.06543695021397232
2018,0.06495937205736835
2019,0.0830018907410864
2020,0.07709098047475191
2021,0.0731369903680595
