id,NOMBRE_HUM,FIGURA,GRUPO_TIPO,COD_IHA,PROPIEDAD,ZONA,ENP,CODIGO_UE1,NOM_ANEXO1,LEYENDA_1,CODIGO_UE2,LEYENDA_2,CODIGO_UE3,LEYENDA_3,CODIGO_UE4,LEYENDA_4,M_C_E_NAT,M_T_E_NAT,M_C_G_NAT,M_T_G_NAT,MUCVA_C_ES,MUCVA_T_ES,MUCVA_C_GE,MUCVA_T_GE,MUCVA_PRES,SIOSE_C_ES,SIOSE_T_ES,SIOSE_C_GE,SIOSE_T_GE,SIOSE_PRES,SIOSE_C_RI,SIOSE_T_RI,hic_p_tn,hic_np_tn,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6
1577,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1587,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1588,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1590,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1591,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1594,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1597,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1603,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1606,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1610,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1611,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1613,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1618,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1619,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1622,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1627,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1653,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1654,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1655,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1666,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1680,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1683,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1686,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1688,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1689,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1695,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1696,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1699,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1706,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1710,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1723,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1731,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1735,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1737,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1745,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1746,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1762,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1764,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1765,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1777,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1783,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1784,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1786,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1791,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1796,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1800,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1809,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1810,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1813,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1815,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1825,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1830,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1842,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1851,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1854,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1856,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1857,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1861,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1864,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1871,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1877,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1882,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1883,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1892,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1893,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1896,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1897,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1899,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1907,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1909,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1914,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1915,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1917,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1924,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,8,Salinas,3,Zonas humedas,8,Salinas,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1433,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1491,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1567,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1712,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1797,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1803,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1819,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,11,Vegetacion riparia,3,Zonas humedas,11,Vegetacion riparia,3,Zonas humedas,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1535,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1526,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1546,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1806,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1824,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,,,,,19,Areas agrarias heterogeneas,4,Agrario,3,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1475,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1677,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1898,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Humedal,1,,,,,,,,,,20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,1,0,1150_100,,1,,,,
1698,Salinas de Cerrillos,Paraje Natural,Costeros,IHA611004,Privada,Buffer,1,"1420",Matorrales halofilos mediterraneos y termoatlanticos (Sarcocornetea fructicosae),Habitat UE,"-1","-","-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,8,Salinas,3,Zonas humedas,1,8,Salinas,0,1,14200_75,,1,,,,
121,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,2,1,62201_72,1520_38,3,1430_15,,,
70,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,2,1,62201_72,1520_38,3,1430_15,,,
112,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,2,1,62201_72,1520_38,3,1430_15,,,
92,Barranco del Agua,,Interiores,IHA614023,"Publica, Privada",Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",,,,,19,Areas agrarias heterogeneas,4,Agrario,3,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,2,1,62201_72,1520_38,3,1430_15,,,
1955,Saladar del Margen,,Interiores,IHA614009,Privada,Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1510",Habitat Prioritario UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,3,0,62201_72,1520_38,3,15101_25,,,
1993,Saladar del Margen,,Interiores,IHA614009,Privada,Buffer,0,"1520",Vegetacion gipsicola iberica (Gypsophiletalia),Habitat Prioritario UE,"1430",Habitat UE,"-1","-","-1","-",20,Vegetacion natural,5,Cobertura vegetal y suelos,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natural,5,Cobertura vegetal y suelos,1,20,Vegetacion natur,2,1,62201_72,1520_38,3,1430_15,,,
